detailUrl,jobTitle,company,location,date
http://www.dice.com/job/result/compriAC/875510?src=19,Windows System Administrator,Allegiance Consulting,"Broomfield, CO",2017-02-10
http://www.dice.com/job/result/pdsinc/888156?src=19,Technical Consultant,Productive Data Commercial Solutions,"Broomfield, CO",2017-02-21
http://www.dice.com/job/result/10181062/893828?src=19,Software Systems Engineer,Technatomy Corporation,"Lakewood, CO",2017-02-24
http://www.dice.com/job/result/10119021/884879?src=19,"System Admin/Engineer - jBoss, IIS, Windows",SPECTRAFORCE TECHNOLOGIES Inc.,"Colorado Springs, CO",2017-02-24
http://www.dice.com/job/result/90784366/855941?src=19,Scriptor Consultant - TS/SCI US Citizens Only,ZoeTech Staffing LLC,"Aurora, CO",2017-02-24
http://www.dice.com/job/result/SOFTENG/2004843?src=19,Senior DevOps Software Engineer,Software Engineering Institute,"Aurora, CO",2017-01-30
http://www.dice.com/job/result/10355320/873210?src=19,DevOps Engineer (Puppet),Holland Square Group,"Denver, CO",2017-02-09
http://www.dice.com/job/result/cybercod/TY2-13516564?src=19,Senior Elixir engineer,CyberCoders,"Boulder, CO",2017-02-25
http://www.dice.com/job/result/10204120/739782?src=19,Application Developer (Java. JVM),Sempera,"Denver, CO",2017-02-24
http://www.dice.com/job/result/itca001/17-00609?src=19,Software Engineer,Ascent,"Westminster, CO",2017-02-25
http://www.dice.com/job/result/kforcecx/ITWQG1587914?src=19,Senior Radar Signal Processing Engineers,Kforce Inc.,"Denver, CO",2017-02-25
http://www.dice.com/job/result/guntherd/11775KM?src=19,iOS Software Engineering Manager,"Gunther Douglas, Inc.","Denver, CO",2017-02-23
http://www.dice.com/job/result/cybercod/MM16-134190841?src=19,Software Developer - Android Development,CyberCoders,"Aurora, CO",2017-02-25
http://www.dice.com/job/result/PRO60061/NK_566666300?src=19,IBM MDM Sr Developer,Proficient Business Systems Inc,"Denver, CO",2017-02-24
http://www.dice.com/job/result/kforcecx/ITWQG1604191?src=19,Senior AWS DevOps Engineer,Kforce Inc.,"Greenwood Village, CO",2017-02-25
http://www.dice.com/job/result/RTX1bd849/855515?src=19,Full Stack Software Engineer,Connekt Inc,"Denver, CO",2017-01-27
http://www.dice.com/job/result/90922762/103105?src=19,Application Engineer III,Arrow Electronics,"Englewood, CO",2017-02-13
http://www.dice.com/job/result/precisn/3253DI?src=19,Senior iOS Developer,Precision Systems,"Colorado Spring, CO",2017-02-25
http://www.dice.com/job/result/10107604/D7931?src=19,C# Developer,EDP Recruiting Services,"Greenwood Village, CO",2017-02-24
http://www.dice.com/job/result/10375088A/v-329?src=19,infrastructure support with IP center,Cognilytics,"Denver, CO",2017-02-20
http://www.dice.com/job/result/10427070/LG502?src=19,"Full Time Senior UNIX Systems Engineer in Englewood, CO","Endure Technology Solutions, Inc.","Englewood, CO",2017-02-02
http://www.dice.com/job/result/10198042/2158?src=19,Drupal Developer,Goldbelt Inc.,"Denver, CO",2017-02-14
http://www.dice.com/job/result/guntherd/11519KM?src=19,"QA/Test Engineer, Automation","Gunther Douglas, Inc.","Broomfield, CO",2017-02-23
http://www.dice.com/job/result/guntherd/11772JN?src=19,iOS Developer,"Gunther Douglas, Inc.","Golden, CO",2017-02-21
http://www.dice.com/job/result/10271304/877837?src=19,"Devops Consultant in Denver,CO--Local Only",Net2Source Inc.,"Denver, CO",2017-02-22
http://www.dice.com/job/result/10476399/886826?src=19,QA Architect,"Cherwell Software, Inc.","Colorado Springs, CO",2017-02-20
http://www.dice.com/job/result/cybercod/MM5-13518182?src=19,"Big Data Analyst - Python, R, Hadoop",CyberCoders,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10271304/848489?src=19,Linux admin with AWS,Net2Source Inc.,"Denver, CO",2017-02-02
http://www.dice.com/job/result/EARCO001/724993?src=19,DevOps Build Engineer,DigitalGlobe,"Westminster, CO",2017-02-01
http://www.dice.com/job/result/10338938/1041?src=19,Mobile iOS Software Engineering Manager,VeriCour,"Golden, CO",2017-02-21
http://www.dice.com/job/result/RTX14cf75/1700008L?src=19,Business Process Management (BPM) Developer,Computershare,"Denver, CO",2017-02-25
http://www.dice.com/job/result/rhalfint/03720-0009048135?src=19,Sr. DNS Administrator,Robert Half Technology,"Greenwood Village, CO",2017-02-25
http://www.dice.com/job/result/RTX14cf75/105660?src=19,Business Process Management (BPM) Developer,Computershare,"Highlands Ranch, CO",2017-02-25
http://www.dice.com/job/result/kforcecx/ITWQG1604196?src=19,Associate Radar Signal Processing Engineers,Kforce Inc.,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10106153/DAV2510?src=19,Mobile Systems Architect,"iSpace, Inc","Denver, CO",2017-02-24
http://www.dice.com/job/result/RTX0f7791/894178?src=19,Sr Software Developer - Backend Services,Starz Entertainment,"Englewood, CO",2017-02-24
http://www.dice.com/job/result/cybercod/ML2-134968011?src=19,Software Development Manager - Machine Learning - RELOCATE!,CyberCoders,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10114756a/877429?src=19,Application Analyst,Kelly IT,"Englewood, CO",2017-02-13
http://www.dice.com/job/result/cybercod/DN-1345826SWIIRELO26?src=19,Senior Software Engineer,CyberCoders,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10277629/852821?src=19,Software Engineer,Xpanxion LLC,"Fort Collins, CO",2017-02-23
http://www.dice.com/job/result/cybercod/MA2-133535876?src=19,Machine Learning Engineer - Change The Advertising Industry!,CyberCoders,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10473840/858795?src=19,Salesforce Architect,AGS Tek Partners,"Denver, CO",2017-02-02
detailUrl,jobTitle,company,location,date
http://www.dice.com/job/result/cybercod/TY2-13524522?src=19,SENIOR BACKEND SOFTWARE ENGINEER,CyberCoders,"Boulder, CO",2017-02-25
http://www.dice.com/job/result/10337062/871224?src=19,Sr. C++/C# Software Engineer,Markit North America,"Boulder, CO",2017-02-08
http://www.dice.com/job/result/10315181/2017-1154?src=19,Systems Engineer / System Requirement Engineer,"Spry Methods, Inc","Fort Collins, CO",2017-02-02
http://www.dice.com/job/result/cxjudgpa/515219?src=19,Dev Ops Engineer (AWS),The Judge Group,"Denver, CO",2017-02-25
http://www.dice.com/job/result/90838264/879904?src=19,QA Manager,Jobber Group,"Superior, CO",2017-02-21
http://www.dice.com/job/result/compri/DEVOPS?src=19,DevOps Architect/Consultant,Compri Consulting,"Denver, CO",2017-02-02
http://www.dice.com/job/result/10350483/894109?src=19,Hadoop Developer,Sapvix,"Englewood, CO",2017-02-24
http://www.dice.com/job/result/RTX14fecf/224992?src=19,Senior Quality Engineer,S&P Global Ratings,"Centennial, CO",2017-02-25
http://www.dice.com/job/result/90559744/160523344462045?src=19,Software Engineer,BBG Management,"Fort Collins, CO",2017-02-21
http://www.dice.com/job/result/EARCO001/863429?src=19,Senior Staff DevOps Engineer,DigitalGlobe,"Westminster, CO",2017-02-02
http://www.dice.com/job/result/90915884/873414?src=19,Looking for Xamarin Developer (iOS/Android),Everest Global Solutions,"Denver, CO",2017-02-10
http://www.dice.com/job/result/prosum/BD15910?src=19,CDN Engineer,Prosum,"Denver, CO",2017-01-30
http://www.dice.com/job/result/10271939/2310?src=19,Software Engineer IV,Premiere Global Services,"Colorado Springs, CO",2017-02-25
http://www.dice.com/job/result/cybercod/BJ1-1294602124?src=19,"REMOTE Senior Software Developer - DevOps, AWS",CyberCoders,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10111827a/4287?src=19,Quality Advocate,WWT / Asynchrony Labs,"Denver, CO",2017-02-10
http://www.dice.com/job/result/RTX147fa8/872605?src=19,Developer with Database Experience - Local to Denver,Datavision Inc,"Denver, CO",2017-02-13
http://www.dice.com/job/result/ittb7/17-01457?src=19,Mobile Systems Architect,"IT Trailblazers, LLC.","Denver, CO",2017-02-21
http://www.dice.com/job/result/10489662/V0014?src=19,Senior IBM MDM Developer,CODEFORCE 360,"Denver, CO",2017-02-23
http://www.dice.com/job/result/10115943/882896?src=19,Oracle Forms & Reports Developer,"Ace Info Solutions, Inc.","Fort Collins, CO",2017-02-16
http://www.dice.com/job/result/netapbot/41798BRDIC?src=19,Software Engineer - Web Applications - SolidFire,NetApp,"Boulder, CO",2017-02-25
http://www.dice.com/job/result/10347349a/877957?src=19,Senior Software Engineer,The Doyle Group,"Colorado Springs, CO",2017-02-24
http://www.dice.com/job/result/10123884/886782?src=19,Mobile System Architect,"Technet, LLC","denver, CO",2017-02-24
http://www.dice.com/job/result/90971053/797685?src=19,Senior Cloud Operations Engineer,EMS Software,"Centennial, CO",2017-02-20
http://www.dice.com/job/result/itca001/17-01613?src=19,Full Stack Web Application Developer,Ascent,"Westminster, CO",2017-02-25
http://www.dice.com/job/result/10204393/20390BR?src=19,Technology Lead - US,Infosys,"Lone Tree, CO",2017-02-25
http://www.dice.com/job/result/10347349a/841859?src=19,iOS Developer,The Doyle Group,"Golden, CO",2017-02-24
http://www.dice.com/job/result/10112857/1956?src=19,Test Engineer,Intelligent Software Solutions,"Colorado Springs, CO",2017-02-16
http://www.dice.com/job/result/unison/4280?src=19,Mid-Level Architect,Unison Systems Inc.,"Englewood, CO",2017-02-25
http://www.dice.com/job/result/10110032/maco2017?src=19,Mobile Architect - Candidates local to CO can apply,Astir IT Solutions,"Denver, CO",2017-02-24
http://www.dice.com/job/result/precisn/3248DI?src=19,Senior Mobile App Developer - Android/iOS,Precision Systems,"Colorado Springs, CO",2017-02-25
http://www.dice.com/job/result/10482231/871402?src=19,MDM Developer,CitiusTech,"denver, CO",2017-02-17
http://www.dice.com/job/result/10271304/DevOps_CO?src=19,DevOps Engineer,Net2Source Inc.,"Denver, CO",2017-02-14
http://www.dice.com/job/result/10109766/SSBC6675?src=19,Object Oriented Software Engineer,Innovar Group,"Westminster, CO",2017-02-24
http://www.dice.com/job/result/10347349a/877959?src=19,Senior Quality Assurance Engineer,The Doyle Group,"Colorado Springs, CO",2017-02-24
http://www.dice.com/job/result/cxjudgpa/519058?src=19,DevOps Engineer,The Judge Group,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10329169/873873?src=19,Software Engineer,Effecture LLC,"Colorado Springs, CO",2017-02-10
http://www.dice.com/job/result/ccsainc/742334?src=19,CA SIteminder / Identity Minder Engineer,ClientSolv Inc,"Broomfield, CO",2017-02-17
http://www.dice.com/job/result/precisn/3252DI?src=19,Senior Android Developer,Precision Systems,"Colorado Spring, CO",2017-02-25
http://www.dice.com/job/result/10347349a/877950?src=19,Senior Software Engineer - Automation,The Doyle Group,"Colorado Springs, CO",2017-02-24
http://www.dice.com/job/result/RTX161a28/860193?src=19,Android Developer at Tack,Tack Mobile,"Denver, CO",2017-02-06
http://www.dice.com/job/result/10509960/720_CO_Develop?src=19,Sr. Software Developer,Apidel Technologies,"Centennial, CO",2017-02-22
http://www.dice.com/job/result/cxjudgpa/519001?src=19,Database Developer - Junior,The Judge Group,"Denver, CO",2017-02-25
http://www.dice.com/job/result/tecnos/891590?src=19,TIBCO Developer,Technosoft Corporation,"Denver, CO",2017-02-23
http://www.dice.com/job/result/cxjudgpa/519012?src=19,Senior Database Developer,The Judge Group,"Denver, CO",2017-02-25
http://www.dice.com/job/result/10115943/889613?src=19,Linux Admin/App Support,"Ace Info Solutions, Inc.","Fort Collins, CO",2017-02-22
http://www.dice.com/job/result/10347349a/749028?src=19,Front-End Web Developer,The Doyle Group,"Denver, CO",2017-02-24
http://www.dice.com/job/result/RTX16621e/133338?src=19,Software Engineer,Lexmark International Inc,"Boulder, CO",2017-02-25
